You searched for,Phylum,Class,Order,Family,Genus,Species,Subspecies,Similarity,Status,Process ID
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flexibacteraceae,Gramella,forsetii,,68.86,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,68.15,Published,GBBAC2031-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,psychrotolerans,,67.13,Published,GBBAC2007-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,aquatile,,67.13,Published,GBBAC1941-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,enshiense,,67.13,Published,GBBAC1937-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,geojensis,,66.67,Published,GBBAC2009-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,66.29,Published,GBBAC2033-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,blandensis,,66.2,Published,GBBAC2005-15
>otu1607,Basidiomycota,,,,,,,83.16,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,rectilineata,curvifera,82.99,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,fulgurata,,82.47,Published,PNGTY034-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Collix,ghosha,dichobathra,81.96,Private,
,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,cf. violaceum,,81.88,Published,JRPAA9731-15
,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,cf. violaceum,,81.88,Published,JRPAA5901-15
,Basidiomycota,Exobasidiomycetes,Microstromatales,,Jaminaea,,,81.55,Private,
,Basidiomycota,Exobasidiomycetes,Microstromatales,,Jaminaea,,,81.55,Private,
,Basidiomycota,Exobasidiomycetes,Microstromatales,,Jaminaea,,,81.55,Private,
,Basidiomycota,Exobasidiomycetes,Microstromatales,,Jaminaea,,,81.55,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,semiradiata,,81.44,Published,PNGTY020-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Pardodes,flavimaculata,absorbta,80.93,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Pardodes,flavimaculata,woodlarkensis,80.93,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Pardodes,flavimaculata,,80.93,Published,PNGTY117-12
,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,lychnidis-dioicae,,80.58,Published,JRPAA9730-15
,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,lychnidis-dioicae,,80.58,Published,JRPAA5900-15
,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,pellitus,,80.53,Published,MUSH207-07
,Arthropoda,Insecta,Lepidoptera,Geometridae,Papuarisme,albicristata,,80.41,Published,PNGTY166-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Comostola,leucomerata,flavifimbria,80.41,Private,
,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,abruptibulbus,,80.26,Published,MUSH102-07
>otu161,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax,,,72.09,Published,GBMLG16637-13
,Arthropoda,Insecta,Hymenoptera,Apidae,Tetrapedia,,,71.64,Published,SICOB695-18
,Euglenida,Kinetoplastida,,,Trypanosoma,vivax,,71.62,Published,JRPAA8588-15
,Euglenida,Kinetoplastida,,,Trypanosoma,vivax,,71.62,Published,JRPAA8587-15
,Euglenida,Kinetoplastida,Trypanosomatida,,Leishmania,tarentola,,70.95,Published,CYTC5650-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Papuarisme,aeolotis,,70.3,Private,
,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,cordiaella,,70.3,Private,
,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Apotolype,blanchardi,,70.3,Private,
,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Decantha,,,70.3,Private,
,Arthropoda,Insecta,Lepidoptera,Depressariidae,Antaeotricha,unipunctella,,70.3,Private,
,Arthropoda,Insecta,Hymenoptera,Diapriidae,Trichopria,tenuicornis,,69.95,Published,BCHYM15174-16
,Arthropoda,Insecta,Hymenoptera,Apidae,Nomada,stigma,,69.8,Private,
,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,flourensiae,,69.8,Published,LNAUT3294-15
,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,quadquenotella,,69.8,Private,
,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,flourensiae,,69.8,Private,
,Arthropoda,Insecta,Diptera,Tachinidae,Deopalpus,pulchriceps,,69.8,Private,
,Arthropoda,Insecta,Lepidoptera,Tischeriidae,Coptotriche,citrinipennella,,69.8,Private,
,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Isophrictis,,,69.8,Private,
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,separata,,69.8,Private,
,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Isophrictis,,,69.65,Private,
>otu162,Ascomycota,,,,,,,100,Private,
,Ascomycota,,,,,,,91.01,Private,
,Ascomycota,Eurotiomycetes,Onygenales,Myxotrichaceae,Myxotrichium,deflexum,,86.08,Published,LHM052-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,verrucosa,,85.76,Published,LHM001-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,verrucosa,,85.76,Published,LHM004-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,verrucosa,,85.76,Published,LHM006-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,verrucosa,,85.76,Published,LHM007-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,sp.,,85.76,Published,LHM049-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,sp.,,85.76,Published,LHM051-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,verrucosa,,85.44,Published,LHM002-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,verrucosa,,85.44,Published,LHM003-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,verrucosa,,85.44,Published,LHM005-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,verrucosa,,85.44,Published,LHM008-08
,Ascomycota,,,,,,,85.44,Private,
,Ascomycota,Ascomycota_class_incertae_sedis,Ascomycota_order_incertae_sedis,Pseudeurotiaceae,Pseudogymnoascus,pannorum,,85.11,Published,GBMIN43800-15
,Ascomycota,Ascomycota_class_incertae_sedis,Ascomycota_order_incertae_sedis,Pseudeurotiaceae,Pseudogymnoascus,pannorum,,85.11,Published,GBMIN43799-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,sacchari,,85.02,Published,HY066-07
,Ascomycota,,,,,,,85,Private,
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,terminalis,,84.79,Published,LHM011-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,atra,,84.74,Published,LHM044-08
>otu1628,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,80.37,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,80.37,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,78.54,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,76.26,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,73.97,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,hydatis,,72.15,Published,GBBAC1903-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,72.15,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,sp.,,68.04,Published,GBBAC2057-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,68.04,Published,GBBAC2055-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,psychrotolerans,,68.04,Published,GBBAC2007-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,sp.,,67.62,Published,GBBAC2061-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,67.58,Published,GBBAC2059-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,aquatile,,67.58,Published,GBBAC1941-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flexibacteraceae,Gramella,forsetii,,67.12,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,67.12,Published,GBBAC2031-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flexibacteraceae,Gramella,forsetii,,67.12,Published,GBBAC1953-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Croceibacter,atlanticus,,66.67,Published,GBBAC2047-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Dokdonia,sp.,,66.67,Published,GBBAC2037-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,66.67,Published,GBBAC2033-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,blandensis,,66.67,Published,GBBAC2005-15
>otu163,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,66.21,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,66.21,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,lytica,,66.21,Published,GBBAC1997-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,lytica,,66.21,Published,GBBAC1993-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,columnare,,66.21,Published,GBBAC1939-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,geojensis,,65.75,Published,GBBAC2009-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,saliperosum,,65.75,Published,GBBAC1913-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,65.3,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,hydatis,,65.3,Published,GBBAC1903-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Croceibacter,atlanticus,,64.84,Published,GBBAC2047-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,64.84,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Aquimarina,sp.,,64.38,Published,GBBAC2011-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,64.38,Published,GBBAC1931-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,64.38,Published,GBBAC1929-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,64.38,Published,GBBAC1927-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,64.38,Published,GBBAC1925-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,64.38,Published,GBBAC1923-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,64.38,Published,GBBAC1921-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,64.38,Published,GBBAC1919-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,64.38,Published,GBBAC1917-15
>otu1630,Ascomycota,,,,,,,87.06,Private,
,Ascomycota,,,,,,,86.36,Private,
,Ascomycota,Ascomycota_class_incertae_sedis,Ascomycota_order_incertae_sedis,Ascomycota_family_incertae_sedis,Verticillium,nonalfalfae,,85.76,Published,GBSP10228-18
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Acremonium,murorum var. felina,,85.76,Published,HTWO007-08
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,pseudobassiana,,85.76,Published,JRPAA9791-15
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,pseudobassiana,,85.76,Published,JRPAA6829-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria,colhounii,,85.76,Published,JRPAA4684-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,marneffei,,85.44,Published,GBFBA004-05
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,marneffei,,85.44,Published,JRPAA4120-15
,Ascomycota,,,,,,,85.22,Private,
,Ascomycota,,,,,,,84.96,Private,
,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,anserina,,84.79,Published,GBFBA026-05
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,bassiana,,84.79,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,bassiana,,84.79,Published,HY041-07
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Paecilomyces,hepiali,,84.79,Published,JRPAA8103-15
,Ascomycota,,,,,,,84.71,Private,
,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,crassa,,84.47,Published,GBFBA027-05
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,bassiana,,84.47,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,bassiana,,84.47,Published,HY042-07
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,bassiana,,84.47,Published,JRPAA9713-15
>otu1631,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,75.34,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,75.34,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,75.34,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,74.43,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,73.97,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,73.97,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,hydatis,,68.95,Published,GBBAC1903-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,sp.,,68.04,Published,GBBAC2057-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,68.04,Published,GBBAC2055-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,67.58,Published,GBBAC2059-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,sp.,,67.14,Published,GBBAC2061-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Croceibacter,atlanticus,,67.12,Published,GBBAC2047-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,blandensis,,67.12,Published,GBBAC2005-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,geojensis,,66.67,Published,GBBAC2009-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,lytica,,66.67,Published,GBBAC1997-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,lytica,,66.67,Published,GBBAC1993-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,aquatile,,66.67,Published,GBBAC1941-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,66.21,Published,GBBAC2033-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Dokdonia,sp.,,65.75,Published,GBBAC2037-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,psychrotolerans,,65.3,Published,GBBAC2007-15
>otu1635,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Galactomyces,candidum,,100,Published,JRPAA9870-15
,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Galactomyces,candidum,,100,Published,JRPAA4529-15
,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Magnusiomyces,ingens,,88.24,Published,JRPAA9825-15
,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Magnusiomyces,ingens,,88.24,Published,JRPAA7658-15
,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Magnusiomyces,capitatus,,88.12,Published,JRPAA9827-15
,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Magnusiomyces,capitatus,,88.12,Published,JRPAA7660-15
,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,rubescens,,79.87,Published,ONT132-08
,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,flavoconia,,78.55,Published,ONT172-08
,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,flavoconia,,78.55,Published,ONT175-08
,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,kluyveri,,78.55,Published,JRPAA9719-15
,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,commune,,78.16,Published,MUSH099-07
,Heterokontophyta,Oomycota,Sclerosporales,Verrucalyaceae,Pachymetra,chaunorhiza,,77.95,Published,JRPAA7954-15
,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,candolleana,,77.89,Published,MRD030-08
,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,thermotolerans,,77.56,Published,GBFBA017-05
,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,douglasii,,77.56,Published,GBFBA021-05
,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,thermotolerans,,77.56,Published,JRPAA9206-15
,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,thermotolerans,,77.56,Published,JRPAA9205-15
,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,thermotolerans,,77.56,Published,JRPAA9204-15
,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,thermotolerans,,77.56,Published,JRPAA9203-15
,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,thermotolerans,,77.56,Published,JRPAA9202-15
>otu1636,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,75.8,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,74.89,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,74.89,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,74.89,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,73.06,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,73.06,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,hydatis,,70.32,Published,GBBAC1903-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,blandensis,,68.04,Published,GBBAC2005-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,enshiense,,68.04,Published,GBBAC1937-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,sp.,,67.62,Published,GBBAC2061-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,sp.,,67.58,Published,GBBAC2057-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,67.58,Published,GBBAC2055-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,67.12,Published,GBBAC2059-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Croceibacter,atlanticus,,66.67,Published,GBBAC2047-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Dokdonia,sp.,,66.67,Published,GBBAC2037-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,66.21,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flexibacteraceae,Gramella,forsetii,,66.21,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,psychrotolerans,,66.21,Published,GBBAC2007-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,66.21,Published,GBBAC1931-15
